BTC,Date,Closing Price (USD)
BTC,10/1/2013,123.65499
BTC,10/2/2013,125.455
BTC,10/3/2013,108.58483
BTC,10/4/2013,118.67466
BTC,10/5/2013,121.33866
BTC,10/6/2013,120.65533
BTC,10/7/2013,121.795
BTC,10/8/2013,123.033
BTC,10/9/2013,124.049
BTC,10/10/2013,125.96116
BTC,10/11/2013,125.27966
BTC,10/12/2013,125.9275
BTC,10/13/2013,126.38333
BTC,10/14/2013,135.24199
BTC,10/15/2013,133.20333
BTC,10/16/2013,142.76333
BTC,10/17/2013,137.92333
BTC,10/18/2013,142.95166
BTC,10/19/2013,152.55183
BTC,10/20/2013,160.33883
BTC,10/21/2013,164.31499
BTC,10/22/2013,177.63333
BTC,10/23/2013,188.29716
BTC,10/24/2013,200.70166
BTC,10/25/2013,180.355
BTC,10/26/2013,175.03166
BTC,10/27/2013,177.6965
BTC,10/28/2013,187.15983
BTC,10/29/2013,192.75666
BTC,10/30/2013,197.4
BTC,10/31/2013,196.02499
BTC,11/1/2013,198.04883
BTC,11/2/2013,198.93233
BTC,11/3/2013,200.543
BTC,11/4/2013,210.3075
BTC,11/5/2013,225.02
BTC,11/6/2013,248.25333
BTC,11/7/2013,262.32666
BTC,11/8/2013,294.48699
BTC,11/9/2013,331.10325
BTC,11/10/2013,285.8875
BTC,11/11/2013,304.97974
BTC,11/12/2013,338.137
BTC,11/13/2013,357.48
BTC,11/14/2013,402.954
BTC,11/15/2013,409.10375
BTC,11/16/2013,420.21649
BTC,11/17/2013,437.29725
BTC,11/18/2013,510.6025
BTC,11/19/2013,693.65
BTC,11/20/2013,531.54249
BTC,11/21/2013,574.71599
BTC,11/22/2013,681.33
BTC,11/23/2013,774.18
BTC,11/24/2013,746.19374
BTC,11/25/2013,768.8475
BTC,11/26/2013,789.36475
BTC,11/27/2013,893.1815
BTC,11/28/2013,934.355
BTC,11/29/2013,1068.363
BTC,11/30/2013,1154.92593
BTC,12/1/2013,1099.51926
BTC,12/2/2013,1019.78966
BTC,12/3/2013,1028.845
BTC,12/4/2013,1071.2848
BTC,12/5/2013,1139.33083
BTC,12/6/2013,1004.61633
BTC,12/7/2013,759.43041
BTC,12/8/2013,689.81
BTC,12/9/2013,841.83966
BTC,12/10/2013,916.77599
BTC,12/11/2013,967.42866
BTC,12/12/2013,866.29003
BTC,12/13/2013,911.23204
BTC,12/14/2013,889.81946
BTC,12/15/2013,848.9975
BTC,12/16/2013,868.95316
BTC,12/17/2013,653.80483
BTC,12/18/2013,654.06266
BTC,12/19/2013,553.69166
BTC,12/20/2013,693.05883
BTC,12/21/2013,649.38965
BTC,12/22/2013,595.95883
BTC,12/23/2013,647.68316
BTC,12/24/2013,671.58116
BTC,12/25/2013,659.84333
BTC,12/26/2013,702.00083
BTC,12/27/2013,758.01016
BTC,12/28/2013,734.01166
BTC,12/29/2013,717.92623
BTC,12/30/2013,752.82022
BTC,12/31/2013,744.17249
BTC,1/1/2014,768.40783
BTC,1/2/2014,769.09849
BTC,1/3/2014,804.02719
BTC,1/4/2014,813.31748
BTC,1/5/2014,871.11583
BTC,1/6/2014,970.65083
BTC,1/7/2014,962.46447
BTC,1/8/2014,855.75933
BTC,1/9/2014,860.84166
BTC,1/10/2014,847.5325
BTC,1/11/2014,892.26115
BTC,1/12/2014,916.69666
BTC,1/13/2014,873.27168
BTC,1/14/2014,863.69888
BTC,1/15/2014,853.25666
BTC,1/16/2014,874.07416
BTC,1/17/2014,842.19173
BTC,1/18/2014,834.86666
BTC,1/19/2014,838.42916
BTC,1/20/2014,881.87583
BTC,1/21/2014,873.28916
BTC,1/22/2014,874.13266
BTC,1/23/2014,864.56116
BTC,1/24/2014,838.14997
BTC,1/25/2014,834.57416
BTC,1/26/2014,858.12641
BTC,1/27/2014,887.08337
BTC,1/28/2014,830.53133
BTC,1/29/2014,832.89496
BTC,1/30/2014,832.87399
BTC,1/31/2014,841.48914
BTC,2/1/2014,847.36383
BTC,2/2/2014,854.7225
BTC,2/3/2014,856.03366
BTC,2/4/2014,847.70697
BTC,2/5/2014,844.28836
BTC,2/6/2014,802.75333
BTC,2/7/2014,748.43559
BTC,2/8/2014,692.66914
BTC,2/9/2014,668.86463
BTC,2/10/2014,700.44843
BTC,2/11/2014,694.3125
BTC,2/12/2014,665.7975
BTC,2/13/2014,645.615
BTC,2/14/2014,578.4125
BTC,2/15/2014,641.91
BTC,2/16/2014,656.2725
BTC,2/17/2014,611.04499
BTC,2/18/2014,634.99
BTC,2/19/2014,618.79
BTC,2/20/2014,619.8425
BTC,2/21/2014,545.7625
BTC,2/22/2014,561.535
BTC,2/23/2014,622.22
BTC,2/24/2014,572.7675
BTC,2/25/2014,501.155
BTC,2/26/2014,550.6025
BTC,2/27/2014,573.1025
BTC,2/28/2014,567.2925
BTC,3/1/2014,551.73
BTC,3/2/2014,560.195
BTC,3/3/2014,567.7
BTC,3/4/2014,666.1475
BTC,3/5/2014,660.84
BTC,3/6/2014,662.0225
BTC,3/7/2014,651.285
BTC,3/8/2014,612.33
BTC,3/9/2014,611.1625
BTC,3/10/2014,637.615
BTC,3/11/2014,626
BTC,3/12/2014,633.74749
BTC,3/13/2014,631.755
BTC,3/14/2014,636.41414
BTC,3/15/2014,628.18751
BTC,3/16/2014,632.95333
BTC,3/17/2014,630.34833
BTC,3/18/2014,617.24333
BTC,3/19/2014,616.86665
BTC,3/20/2014,601.015
BTC,3/21/2014,581.33333
BTC,3/22/2014,570.36168
BTC,3/23/2014,562.95333
BTC,3/24/2014,557.16833
BTC,3/25/2014,573.34998
BTC,3/26/2014,572.49161
BTC,3/27/2014,570.54833
BTC,3/28/2014,509.70665
BTC,3/29/2014,499.24998
BTC,3/30/2014,486.80845
BTC,3/31/2014,472.4783
BTC,4/1/2014,464.88
BTC,4/2/2014,480.16581
BTC,4/3/2014,427.87498
BTC,4/4/2014,432.99716
BTC,4/5/2014,453.87148
BTC,4/6/2014,462.445
BTC,4/7/2014,456.46948
BTC,4/8/2014,452.81
BTC,4/9/2014,450.48083
BTC,4/10/2014,426.98333
BTC,4/11/2014,374.59166
BTC,4/12/2014,438.24666
BTC,4/13/2014,423.51566
BTC,4/14/2014,409.03166
BTC,4/15/2014,455.28316
BTC,4/16/2014,517.09666
BTC,4/17/2014,522.455
BTC,4/18/2014,490.8785
BTC,4/19/2014,469.38332
BTC,4/20/2014,507.80663
BTC,4/21/2014,505.09665
BTC,4/22/2014,497.65001
BTC,4/23/2014,487.84
BTC,4/24/2014,487.11333
BTC,4/25/2014,469.08816
BTC,4/26/2014,448.77834
BTC,4/27/2014,452.14829
BTC,4/28/2014,426.78166
BTC,4/29/2014,432.60498
BTC,4/30/2014,444.85668
BTC,5/1/2014,454.55666
BTC,5/2/2014,453.59833
BTC,5/3/2014,441.97833
BTC,5/4/2014,438.29035
BTC,5/5/2014,432.78748
BTC,5/6/2014,418.61831
BTC,5/7/2014,428.42593
BTC,5/8/2014,442.57666
BTC,5/9/2014,439.04
BTC,5/10/2014,449.04333
BTC,5/11/2014,449.74166
BTC,5/12/2014,434.27
BTC,5/13/2014,437
BTC,5/14/2014,438.88
BTC,5/15/2014,445.045
BTC,5/16/2014,443.18
BTC,5/17/2014,445.60666
BTC,5/18/2014,445.15666
BTC,5/19/2014,444.73833
BTC,5/20/2014,455.65333
BTC,5/21/2014,489.86999
BTC,5/22/2014,490.18666
BTC,5/23/2014,522.31
BTC,5/24/2014,512.30833
BTC,5/25/2014,533.92999
BTC,5/26/2014,579.59333
BTC,5/27/2014,581.51
BTC,5/28/2014,572.44833
BTC,5/29/2014,562.4
BTC,5/30/2014,571.845
BTC,5/31/2014,612.12666
BTC,6/1/2014,638.16333
BTC,6/2/2014,634.98333
BTC,6/3/2014,660.24666
BTC,6/4/2014,627.79833
BTC,6/5/2014,642.89166
BTC,6/6/2014,652.52666
BTC,6/7/2014,648.60166
BTC,6/8/2014,652.59166
BTC,6/9/2014,652.11
BTC,6/10/2014,644.085
BTC,6/11/2014,642.00666
BTC,6/12/2014,632.55
BTC,6/13/2014,585.48333
BTC,6/14/2014,588.52333
BTC,6/15/2014,570.28833
BTC,6/16/2014,589.06666
BTC,6/17/2014,592.25666
BTC,6/18/2014,610.41333
BTC,6/19/2014,601.88666
BTC,6/20/2014,594.09333
BTC,6/21/2014,582.04499
BTC,6/22/2014,599.57
BTC,6/23/2014,592.405
BTC,6/24/2014,584.64166
BTC,6/25/2014,575.905
BTC,6/26/2014,571.76666
BTC,6/27/2014,582.43166
BTC,6/28/2014,597.66833
BTC,6/29/2014,598.73333
BTC,6/30/2014,597.51333
BTC,7/1/2014,647.12249
BTC,7/2/2014,637.85625
BTC,7/3/2014,642.65125
BTC,7/4/2014,643.95124
BTC,7/5/2014,628.41625
BTC,7/6/2014,631.03
BTC,7/7/2014,631.29875
BTC,7/8/2014,621.24249
BTC,7/9/2014,620.72
BTC,7/10/2014,621.3075
BTC,7/11/2014,616.83124
BTC,7/12/2014,634.35749
BTC,7/13/2014,627.69
BTC,7/14/2014,621.42499
BTC,7/15/2014,618.73875
BTC,7/16/2014,619.8075
BTC,7/17/2014,614.68875
BTC,7/18/2014,623.49749
BTC,7/19/2014,623.99625
BTC,7/20/2014,623.00625
BTC,7/21/2014,617.96124
BTC,7/22/2014,622.10749
BTC,7/23/2014,618.4475
BTC,7/24/2014,617.6875
BTC,7/25/2014,602.93125
BTC,7/26/2014,597.585
BTC,7/27/2014,592.96375
BTC,7/28/2014,580.11
BTC,7/29/2014,585.44875
BTC,7/30/2014,580.5175
BTC,7/31/2014,564.57
BTC,8/1/2014,583.39
BTC,8/2/2014,593.80625
BTC,8/3/2014,581.52
BTC,8/4/2014,585.80125
BTC,8/5/2014,582.33375
BTC,8/6/2014,582.52125
BTC,8/7/2014,583.62375
BTC,8/8/2014,595.80875
BTC,8/9/2014,585.39625
BTC,8/10/2014,586.05875
BTC,8/11/2014,588.7525
BTC,8/12/2014,566.31625
BTC,8/13/2014,565.55125
BTC,8/14/2014,534.54
BTC,8/15/2014,511.4725
BTC,8/16/2014,487.56625
BTC,8/17/2014,516.62625
BTC,8/18/2014,489.4675
BTC,8/19/2014,455.91625
BTC,8/20/2014,472.91
BTC,8/21/2014,519.015
BTC,8/22/2014,508.12875
BTC,8/23/2014,507.51
BTC,8/24/2014,501.63125
BTC,8/25/2014,503.32125
BTC,8/26/2014,504.62625
BTC,8/27/2014,513.39125
BTC,8/28/2014,514.62375
BTC,8/29/2014,506.025
BTC,8/30/2014,504.70625
BTC,8/31/2014,502.055
BTC,9/1/2014,474.5425
BTC,9/2/2014,477.98375
BTC,9/3/2014,476.88375
BTC,9/4/2014,475.65
BTC,9/5/2014,485.65125
BTC,9/6/2014,480.9075
BTC,9/7/2014,481.88375
BTC,9/8/2014,473.58625
BTC,9/9/2014,468.5775
BTC,9/10/2014,474.29125
BTC,9/11/2014,479.4175
BTC,9/12/2014,473.6725
BTC,9/13/2014,471.5325
BTC,9/14/2014,475.37875
BTC,9/15/2014,475.02125
BTC,9/16/2014,471.08375
BTC,9/17/2014,464.55375
BTC,9/18/2014,449.95875
BTC,9/19/2014,425.4475
BTC,9/20/2014,410.08
BTC,9/21/2014,405.79625
BTC,9/22/2014,399.0975
BTC,9/23/2014,399.5025
BTC,9/24/2014,427.8125
BTC,9/25/2014,416.12
BTC,9/26/2014,410.15
BTC,9/27/2014,403.4975
BTC,9/28/2014,398.84
BTC,9/29/2014,377.97875
BTC,9/30/2014,376.08375
BTC,10/1/2014,387.94
BTC,10/2/2014,381.7475
BTC,10/3/2014,372.0575
BTC,10/4/2014,360.7525
BTC,10/5/2014,335.98125
BTC,10/6/2014,308.07875
BTC,10/7/2014,337.23375
BTC,10/8/2014,326.2325
BTC,10/9/2014,351.34625
BTC,10/10/2014,368.59625
BTC,10/11/2014,359.2025
BTC,10/12/2014,356.99875
BTC,10/13/2014,371.15625
BTC,10/14/2014,392.7825
BTC,10/15/2014,396.34625
BTC,10/16/2014,392.56625
BTC,10/17/2014,376.26875
BTC,10/18/2014,378.675
BTC,10/19/2014,390.95875
BTC,10/20/2014,381.72375
BTC,10/21/2014,380.0575
BTC,10/22/2014,382.93875
BTC,10/23/2014,376.59
BTC,10/24/2014,351.7825
BTC,10/25/2014,353.6325
BTC,10/26/2014,345.1925
BTC,10/27/2014,350.9775
BTC,10/28/2014,349.79625
BTC,10/29/2014,348.9025
BTC,10/30/2014,335.53625
BTC,10/31/2014,343.55875
BTC,11/1/2014,338.0105
BTC,11/2/2014,325.22633
BTC,11/3/2014,331.60083
BTC,11/4/2014,324.71833
BTC,11/5/2014,332.45666
BTC,11/6/2014,336.585
BTC,11/7/2014,346.775
BTC,11/8/2014,344.81166
BTC,11/9/2014,343.065
BTC,11/10/2014,358.50166
BTC,11/11/2014,368.07666
BTC,11/12/2014,376.99666
BTC,11/13/2014,442.10666
BTC,11/14/2014,389.00333
BTC,11/15/2014,394.92666
BTC,11/16/2014,377.08
BTC,11/17/2014,400.47166
BTC,11/18/2014,384.93
BTC,11/19/2014,375.83333
BTC,11/20/2014,376.16
BTC,11/21/2014,348.565
BTC,11/22/2014,352.42
BTC,11/23/2014,356.8
BTC,11/24/2014,367.83
BTC,11/25/2014,381.20666
BTC,11/26/2014,375.498
BTC,11/27/2014,372.819
BTC,11/28/2014,368.983
BTC,11/29/2014,375.44
BTC,11/30/2014,376.851
BTC,12/1/2014,376.13218
BTC,12/2/2014,377.862
BTC,12/3/2014,382.452
BTC,12/4/2014,376.382
BTC,12/5/2014,368.3618
BTC,12/6/2014,373.414
BTC,12/7/2014,373.744
BTC,12/8/2014,373.155
BTC,12/9/2014,357.884
BTC,12/10/2014,348.898
BTC,12/11/2014,341.041
BTC,12/12/2014,348.272
BTC,12/13/2014,346.742
BTC,12/14/2014,347.348
BTC,12/15/2014,348.674
BTC,12/16/2014,338.547
BTC,12/17/2014,330.536
BTC,12/18/2014,317.405
BTC,12/19/2014,306.45999
BTC,12/20/2014,319.196
BTC,12/21/2014,321.89299
BTC,12/22/2014,320.03499
BTC,12/23/2014,328.701
BTC,12/24/2014,332.053
BTC,12/25/2014,321.386
BTC,12/26/2014,318.563
BTC,12/27/2014,320.868
BTC,12/28/2014,316.009
BTC,12/29/2014,315.64
BTC,12/30/2014,313.994
BTC,12/31/2014,309.903
BTC,1/1/2015,317.204
BTC,1/2/2015,314.49899
BTC,1/3/2015,311.14099
BTC,1/4/2015,277.853
BTC,1/5/2015,270.813
BTC,1/6/2015,272.0175
BTC,1/7/2015,283.84125
BTC,1/8/2015,290.485
BTC,1/9/2015,281.03625
BTC,1/10/2015,286.688
BTC,1/11/2015,277.64999
BTC,1/12/2015,268.10199
BTC,1/13/2015,243.081
BTC,1/14/2015,219.128
BTC,1/15/2015,193.3511
BTC,1/16/2015,220.5745
BTC,1/17/2015,209.1655
BTC,1/18/2015,195.59467
BTC,1/19/2015,212.2711
BTC,1/20/2015,211.5401
BTC,1/21/2015,212.28249
BTC,1/22/2015,230.6754
BTC,1/23/2015,226.30419
BTC,1/24/2015,231.4242
BTC,1/25/2015,251.606
BTC,1/26/2015,283.59769
BTC,1/27/2015,258.5374
BTC,1/28/2015,257.447
BTC,1/29/2015,235.948
BTC,1/30/2015,233.141
BTC,1/31/2015,226.94116
BTC,2/1/2015,216.66066
BTC,2/2/2015,229.80441
BTC,2/3/2015,237.65175
BTC,2/4/2015,225.83858
BTC,2/5/2015,226.554
BTC,2/6/2015,219.75625
BTC,2/7/2015,225.46666
BTC,2/8/2015,225.73291
BTC,2/9/2015,222.78408
BTC,2/10/2015,220.16725
BTC,2/11/2015,223.00366
BTC,2/12/2015,218.72833
BTC,2/13/2015,223.96716
BTC,2/14/2015,237.65716
BTC,2/15/2015,256.21758
BTC,2/16/2015,230.1355
BTC,2/17/2015,235.71275
BTC,2/18/2015,242.93183
BTC,2/19/2015,237.1035
BTC,2/20/2015,241.07183
BTC,2/21/2015,245.70566
BTC,2/22/2015,245.145
BTC,2/23/2015,235.14141
BTC,2/24/2015,238.93183
BTC,2/25/2015,238.15225
BTC,2/26/2015,235.67716
BTC,2/27/2015,251.28908
BTC,2/28/2015,251.03416
BTC,3/1/2015,251.9314
BTC,3/2/2015,258.8485
BTC,3/3/2015,270.7625
BTC,3/4/2015,278.1172
BTC,3/5/2015,269.2606
BTC,3/6/2015,274.8977
BTC,3/7/2015,270.86109
BTC,3/8/2015,276.72789
BTC,3/9/2015,277.98519
BTC,3/10/2015,294.1886
BTC,3/11/2015,289.7149
BTC,3/12/2015,292.8678
BTC,3/13/2015,293.224
BTC,3/14/2015,282.644
BTC,3/15/2015,283.0809
BTC,3/16/2015,290.61579
BTC,3/17/2015,290.542
BTC,3/18/2015,283.7507
BTC,3/19/2015,252.44789
BTC,3/20/2015,263.4741
BTC,3/21/2015,259.913
BTC,3/22/2015,259.3943
BTC,3/23/2015,267.5549
BTC,3/24/2015,265.273
BTC,3/25/2015,246.6733
BTC,3/26/2015,245.6489
BTC,3/27/2015,246.5497
BTC,3/28/2015,248.4467
BTC,3/29/2015,246.728
BTC,3/30/2015,245.1133
BTC,3/31/2015,247.2639
BTC,4/1/2015,243.3028
BTC,4/2/2015,246.96
BTC,4/3/2015,252.0578
BTC,4/4/2015,253.4334
BTC,4/5/2015,252.0256
BTC,4/6/2015,260.3589
BTC,4/7/2015,252.0909
BTC,4/8/2015,252.8629
BTC,4/9/2015,244.0449
BTC,4/10/2015,240.9478
BTC,4/11/2015,236.4388
BTC,4/12/2015,236.5542
BTC,4/13/2015,235.522
BTC,4/14/2015,222.6009
BTC,4/15/2015,220.9126
BTC,4/16/2015,226.0171
BTC,4/17/2015,227.9255
BTC,4/18/2015,223.317
BTC,4/19/2015,223.4062
BTC,4/20/2015,223.9214
BTC,4/21/2015,224.9815
BTC,4/22/2015,235.50369
BTC,4/23/2015,234.15749
BTC,4/24/2015,233.40079
BTC,4/25/2015,228.92379
BTC,4/26/2015,219.94549
BTC,4/27/2015,219.19029
BTC,4/28/2015,227.3867
BTC,4/29/2015,225.3545
BTC,4/30/2015,225.9976
BTC,5/1/2015,236.6827
BTC,5/2/2015,233.8511
BTC,5/3/2015,236.2378
BTC,5/4/2015,240.3646
BTC,5/5/2015,235.6033
BTC,5/6/2015,235.6017
BTC,5/7/2015,230.4207
BTC,5/8/2015,237.059
BTC,5/9/2015,244.6989
BTC,5/10/2015,241.516
BTC,5/11/2015,239.4036
BTC,5/12/2015,240.00079
BTC,5/13/2015,241.3529
BTC,5/14/2015,235.5478
BTC,5/15/2015,237.5737
BTC,5/16/2015,236.657
BTC,5/17/2015,236.339
BTC,5/18/2015,236.2319
BTC,5/19/2015,233.3119
BTC,5/20/2015,232.7193
BTC,5/21/2015,234.204
BTC,5/22/2015,235.86329
BTC,5/23/2015,240.1588
BTC,5/24/2015,239.7985
BTC,5/25/2015,240.9415
BTC,5/26/2015,237.6588
BTC,5/27/2015,237.1844
BTC,5/28/2015,237.6708
BTC,5/29/2015,237.2277
BTC,5/30/2015,236.1404
BTC,5/31/2015,233.3328
BTC,6/1/2015,230.8331
BTC,6/2/2015,223.415
BTC,6/3/2015,226.6168
BTC,6/4/2015,225.444
BTC,6/5/2015,223.9665
BTC,6/6/2015,224.2525
BTC,6/7/2015,225.8403
BTC,6/8/2015,223.69459
BTC,6/9/2015,228.1884
BTC,6/10/2015,229.2025
BTC,6/11/2015,229.9599
BTC,6/12/2015,229.9082
BTC,6/13/2015,230.6695
BTC,6/14/2015,233.1445
BTC,6/15/2015,234.7473
BTC,6/16/2015,237.39899
BTC,6/17/2015,248.7435
BTC,6/18/2015,247.2359
BTC,6/19/2015,249.0733
BTC,6/20/2015,240.7897
BTC,6/21/2015,244.15625
BTC,6/22/2015,244.9588
BTC,6/23/2015,247.1273
BTC,6/24/2015,243.371
BTC,6/25/2015,240.9204
BTC,6/26/2015,242.31912
BTC,6/27/2015,242.28812
BTC,6/28/2015,250.382
BTC,6/29/2015,249.42725
BTC,6/30/2015,258.38549
BTC,7/1/2015,261.71749
BTC,7/2/2015,259.62937
BTC,7/3/2015,255.52675
BTC,7/4/2015,253.87887
BTC,7/5/2015,261.42899
BTC,7/6/2015,267.60762
BTC,7/7/2015,270.07587
BTC,7/8/2015,264.356
BTC,7/9/2015,267.943
BTC,7/10/2015,269.24925
BTC,7/11/2015,286.53662
BTC,7/12/2015,301.03837
BTC,7/13/2015,304.9905
BTC,7/14/2015,290.93137
BTC,7/15/2015,288.48787
BTC,7/16/2015,287.55762
BTC,7/17/2015,276.97924
BTC,7/18/2015,278.33337
BTC,7/19/2015,275.30687
BTC,7/20/2015,274.28387
BTC,7/21/2015,279.45925
BTC,7/22/2015,274.87242
BTC,7/23/2015,276.2095
BTC,7/24/2015,276.24491
BTC,7/25/2015,287.55583
BTC,7/26/2015,287.83983
BTC,7/27/2015,291.20091
BTC,7/28/2015,293.15058
BTC,7/29/2015,292.99425
BTC,7/30/2015,288.61658
BTC,7/31/2015,286.74491
BTC,8/1/2015,282.33741
BTC,8/2/2015,278.68258
BTC,8/3/2015,279.48591
BTC,8/4/2015,283.49091
BTC,8/5/2015,284.24366
BTC,8/6/2015,280.9375
BTC,8/7/2015,275.92866
BTC,8/8/2015,278.2765
BTC,8/9/2015,261.75225
BTC,8/10/2015,265.0825
BTC,8/11/2015,264.87516
BTC,8/12/2015,270.22325
BTC,8/13/2015,264.14299
BTC,8/14/2015,262.01758
BTC,8/15/2015,265.3955
BTC,8/16/2015,261.20058
BTC,8/17/2015,258.0065
BTC,8/18/2015,256.44841
BTC,8/19/2015,230.38424
BTC,8/20/2015,232.06483
BTC,8/21/2015,234.56375
BTC,8/22/2015,233.03691
BTC,8/23/2015,231.21275
BTC,8/24/2015,227.23233
BTC,8/25/2015,203.18133
BTC,8/26/2015,219.81583
BTC,8/27/2015,224.53608
BTC,8/28/2015,224.18875
BTC,8/29/2015,230.93575
BTC,8/30/2015,230.58541
BTC,8/31/2015,227.18083
BTC,9/1/2015,229.02966
BTC,9/2/2015,226.28841
BTC,9/3/2015,228.35299
BTC,9/4/2015,227.14741
BTC,9/5/2015,229.66691
BTC,9/6/2015,240.70116
BTC,9/7/2015,239.88
BTC,9/8/2015,242.01891
BTC,9/9/2015,244.31383
BTC,9/10/2015,237.99466
BTC,9/11/2015,240.56366
BTC,9/12/2015,239.81675
BTC,9/13/2015,235.053
BTC,9/14/2015,229.15808
BTC,9/15/2015,230.51091
BTC,9/16/2015,230.98066
BTC,9/17/2015,229.58975
BTC,9/18/2015,233.2385
BTC,9/19/2015,232.50008
BTC,9/20/2015,231.33733
BTC,9/21/2015,230.75433
BTC,9/22/2015,227.79358
BTC,9/23/2015,231.30983
BTC,9/24/2015,231.09508
BTC,9/25/2015,233.74475
BTC,9/26/2015,234.92466
BTC,9/27/2015,234.32908
BTC,9/28/2015,237.21116
BTC,9/29/2015,238.56625
BTC,9/30/2015,238.06125
BTC,10/1/2015,237.15191
BTC,10/2/2015,238.06358
BTC,10/3/2015,237.63516
BTC,10/4/2015,238.99883
BTC,10/5/2015,238.82433
BTC,10/6/2015,240.63075
BTC,10/7/2015,246.49633
BTC,10/8/2015,244.49816
BTC,10/9/2015,243.25675
BTC,10/10/2015,244.96533
BTC,10/11/2015,245.07
BTC,10/12/2015,247.65041
BTC,10/13/2015,244.57641
BTC,10/14/2015,249.45908
BTC,10/15/2015,254.64216
BTC,10/16/2015,255.72741
BTC,10/17/2015,267.53983
BTC,10/18/2015,270.04041
BTC,10/19/2015,264.98625
BTC,10/20/2015,264.92575
BTC,10/21/2015,270.49541
BTC,10/22/2015,267.46908
BTC,10/23/2015,274.25325
BTC,10/24/2015,279.97908
BTC,10/25/2015,286.86941
BTC,10/26/2015,284.286
BTC,10/27/2015,287.83091
BTC,10/28/2015,300.53566
BTC,10/29/2015,304.32691
BTC,10/30/2015,326.55691
BTC,10/31/2015,327.58425
BTC,11/1/2015,311.70274
BTC,11/2/2015,325.64666
BTC,11/3/2015,369.51133
BTC,11/4/2015,432.46133
BTC,11/5/2015,434.31683
BTC,11/6/2015,359.586
BTC,11/7/2015,377.64099
BTC,11/8/2015,387.775
BTC,11/9/2015,370.652
BTC,11/10/2015,376.948
BTC,11/11/2015,311.702
BTC,11/12/2015,320.036
BTC,11/13/2015,337.893
BTC,11/14/2015,334.125
BTC,11/15/2015,333.951
BTC,11/16/2015,320.06
BTC,11/17/2015,337.759
BTC,11/18/2015,333.33299
BTC,11/19/2015,334.02499
BTC,11/20/2015,315.63099
BTC,11/21/2015,321.482
BTC,11/22/2015,326.365
BTC,11/23/2015,322.606
BTC,11/24/2015,320.993
BTC,11/25/2015,318.337
BTC,11/26/2015,332.471
BTC,11/27/2015,349.138
BTC,11/28/2015,354.954
BTC,11/29/2015,356.806
BTC,11/30/2015,375.204
BTC,12/1/2015,377.798
BTC,12/2/2015,352.128
BTC,12/3/2015,366.788
BTC,12/4/2015,358.443
BTC,12/5/2015,369.956
BTC,12/6/2015,394.861
BTC,12/7/2015,391.618
BTC,12/8/2015,395.59299
BTC,12/9/2015,421.424
BTC,12/10/2015,415.076
BTC,12/11/2015,421.813
BTC,12/12/2015,467.831
BTC,12/13/2015,435.091
BTC,12/14/2015,437.021
BTC,12/15/2015,453.676
BTC,12/16/2015,445.805
BTC,12/17/2015,451.102
BTC,12/18/2015,456.425
BTC,12/19/2015,464.218
BTC,12/20/2015,460.238
BTC,12/21/2015,435.64099
BTC,12/22/2015,438.276
BTC,12/23/2015,437.994
BTC,12/24/2015,456.572
BTC,12/25/2015,455.743
BTC,12/26/2015,447.606
BTC,12/27/2015,419.338
BTC,12/28/2015,427.817
BTC,12/29/2015,422.741
BTC,12/30/2015,431.029
BTC,12/31/2015,424.962
BTC,1/1/2016,432.358
BTC,1/2/2016,433.773
BTC,1/3/2016,431.985
BTC,1/4/2016,431.691
BTC,1/5/2016,433.732
BTC,1/6/2016,427.164
BTC,1/7/2016,441.021
BTC,1/8/2016,457.168
BTC,1/9/2016,452.368
BTC,1/10/2016,445.327
BTC,1/11/2016,450.312
BTC,1/12/2016,446.614
BTC,1/13/2016,431.156
BTC,1/14/2016,431.41
BTC,1/15/2016,416.29
BTC,1/16/2016,372.737
BTC,1/17/2016,383.138
BTC,1/18/2016,380.817
BTC,1/19/2016,382.738
BTC,1/20/2016,378.775
BTC,1/21/2016,417.439
BTC,1/22/2016,403.271
BTC,1/23/2016,388.219
BTC,1/24/2016,388.538
BTC,1/25/2016,397.885
